site,url,slug,viewport,raw_screenshot,clone_page,source_viewport,raw_width,raw_height,psnr,exact,pass,note
neuropixels,https://www.neuropixels.org/post/challenges-and-opportunities-for-large-scale-electrophysiology-with-neuropixels-probes-coinb-2018,post-challenges-and-opportunities-for-large-scale-electrophysiology-with-neuropixels-probes-coinb-2018,mobile,public-clone/sites/neuropixels/post-challenges-and-opportunities-for-large-scale-electrophysiology-with-neuropixels-probes-coinb-2018/assets/mobile.png,public-clone/sites/neuropixels/post-challenges-and-opportunities-for-large-scale-electrophysiology-with-neuropixels-probes-coinb-2018/index.html,390x844,1053,2910,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/post/fully-integrated-silicon-probes-for-high-density-recording-of-neural-activity-nature-2017,post-fully-integrated-silicon-probes-for-high-density-recording-of-neural-activity-nature-2017,desktop,public-clone/sites/neuropixels/post-fully-integrated-silicon-probes-for-high-density-recording-of-neural-activity-nature-2017/assets/desktop.png,public-clone/sites/neuropixels/post-fully-integrated-silicon-probes-for-high-density-recording-of-neural-activity-nature-2017/index.html,1440x1000,1440,1671,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/post/fully-integrated-silicon-probes-for-high-density-recording-of-neural-activity-nature-2017,post-fully-integrated-silicon-probes-for-high-density-recording-of-neural-activity-nature-2017,mobile,public-clone/sites/neuropixels/post-fully-integrated-silicon-probes-for-high-density-recording-of-neural-activity-nature-2017/assets/mobile.png,public-clone/sites/neuropixels/post-fully-integrated-silicon-probes-for-high-density-recording-of-neural-activity-nature-2017/index.html,390x844,1053,1551,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/post/neuropixels-data-acquisition-system-ieee-2019,post-neuropixels-data-acquisition-system-ieee-2019,desktop,public-clone/sites/neuropixels/post-neuropixels-data-acquisition-system-ieee-2019/assets/desktop.png,public-clone/sites/neuropixels/post-neuropixels-data-acquisition-system-ieee-2019/index.html,1440x1000,1440,1799,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/post/neuropixels-data-acquisition-system-ieee-2019,post-neuropixels-data-acquisition-system-ieee-2019,mobile,public-clone/sites/neuropixels/post-neuropixels-data-acquisition-system-ieee-2019/assets/mobile.png,public-clone/sites/neuropixels/post-neuropixels-data-acquisition-system-ieee-2019/index.html,390x844,1053,1679,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/probe-1-0-nhp-long,probe-1-0-nhp-long,desktop,public-clone/sites/neuropixels/probe-1-0-nhp-long/assets/desktop.png,public-clone/sites/neuropixels/probe-1-0-nhp-long/index.html,1440x1000,1440,1975,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/probe-1-0-nhp-long,probe-1-0-nhp-long,mobile,public-clone/sites/neuropixels/probe-1-0-nhp-long/assets/mobile.png,public-clone/sites/neuropixels/probe-1-0-nhp-long/index.html,390x844,1053,1975,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/probe-1-0-nhp-medium,probe-1-0-nhp-medium,desktop,public-clone/sites/neuropixels/probe-1-0-nhp-medium/assets/desktop.png,public-clone/sites/neuropixels/probe-1-0-nhp-medium/index.html,1440x1000,1440,1993,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/probe-1-0-nhp-medium,probe-1-0-nhp-medium,mobile,public-clone/sites/neuropixels/probe-1-0-nhp-medium/assets/mobile.png,public-clone/sites/neuropixels/probe-1-0-nhp-medium/index.html,390x844,1053,1993,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/probe-1-0-nhp-short,probe-1-0-nhp-short,desktop,public-clone/sites/neuropixels/probe-1-0-nhp-short/assets/desktop.png,public-clone/sites/neuropixels/probe-1-0-nhp-short/index.html,1440x1000,1440,1903,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/probe-1-0-nhp-short,probe-1-0-nhp-short,mobile,public-clone/sites/neuropixels/probe-1-0-nhp-short/assets/mobile.png,public-clone/sites/neuropixels/probe-1-0-nhp-short/index.html,390x844,1053,1903,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/probe-2-0-single-shank,probe-2-0-single-shank,desktop,public-clone/sites/neuropixels/probe-2-0-single-shank/assets/desktop.png,public-clone/sites/neuropixels/probe-2-0-single-shank/index.html,1440x1000,1440,2634,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/probe-2-0-single-shank,probe-2-0-single-shank,mobile,public-clone/sites/neuropixels/probe-2-0-single-shank/assets/mobile.png,public-clone/sites/neuropixels/probe-2-0-single-shank/index.html,390x844,1053,2634,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/probe-nhp-long,probe-nhp-long,desktop,public-clone/sites/neuropixels/probe-nhp-long/assets/desktop.png,public-clone/sites/neuropixels/probe-nhp-long/index.html,1440x1000,1440,2353,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/probe-nhp-long,probe-nhp-long,mobile,public-clone/sites/neuropixels/probe-nhp-long/assets/mobile.png,public-clone/sites/neuropixels/probe-nhp-long/index.html,390x844,1053,2353,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/probe1-0,probe1-0,desktop,public-clone/sites/neuropixels/probe1-0/assets/desktop.png,public-clone/sites/neuropixels/probe1-0/index.html,1440x1000,1440,2179,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/probe1-0,probe1-0,mobile,public-clone/sites/neuropixels/probe1-0/assets/mobile.png,public-clone/sites/neuropixels/probe1-0/index.html,390x844,1053,2179,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/probe2-0,probe2-0,desktop,public-clone/sites/neuropixels/probe2-0/assets/desktop.png,public-clone/sites/neuropixels/probe2-0/index.html,1440x1000,1440,2634,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/probe2-0,probe2-0,mobile,public-clone/sites/neuropixels/probe2-0/assets/mobile.png,public-clone/sites/neuropixels/probe2-0/index.html,390x844,1053,2634,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/probe2-0-qb-multi-shank,probe2-0-qb-multi-shank,desktop,public-clone/sites/neuropixels/probe2-0-qb-multi-shank/assets/desktop.png,public-clone/sites/neuropixels/probe2-0-qb-multi-shank/index.html,1440x1000,1440,2487,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/probe2-0-qb-multi-shank,probe2-0-qb-multi-shank,mobile,public-clone/sites/neuropixels/probe2-0-qb-multi-shank/assets/mobile.png,public-clone/sites/neuropixels/probe2-0-qb-multi-shank/index.html,390x844,1053,2487,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/probes-and-probe-specific-accessories,probes-and-probe-specific-accessories,desktop,public-clone/sites/neuropixels/probes-and-probe-specific-accessories/assets/desktop.png,public-clone/sites/neuropixels/probes-and-probe-specific-accessories/index.html,1440x1000,1440,1294,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/probes-and-probe-specific-accessories,probes-and-probe-specific-accessories,mobile,public-clone/sites/neuropixels/probes-and-probe-specific-accessories/assets/mobile.png,public-clone/sites/neuropixels/probes-and-probe-specific-accessories/index.html,390x844,1053,1294,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/probes-nhp,probes-nhp,desktop,public-clone/sites/neuropixels/probes-nhp/assets/desktop.png,public-clone/sites/neuropixels/probes-nhp/index.html,1440x1000,1440,2353,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/probes-nhp,probes-nhp,mobile,public-clone/sites/neuropixels/probes-nhp/assets/mobile.png,public-clone/sites/neuropixels/probes-nhp/index.html,390x844,1053,2353,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/probes-np2-0,probes-np2-0,desktop,public-clone/sites/neuropixels/probes-np2-0/assets/desktop.png,public-clone/sites/neuropixels/probes-np2-0/index.html,1440x1000,1440,3665,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/probes-np2-0,probes-np2-0,mobile,public-clone/sites/neuropixels/probes-np2-0/assets/mobile.png,public-clone/sites/neuropixels/probes-np2-0/index.html,390x844,1053,3665,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/products,products,desktop,public-clone/sites/neuropixels/products/assets/desktop.png,public-clone/sites/neuropixels/products/index.html,1440x1000,1440,2072,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/products,products,mobile,public-clone/sites/neuropixels/products/assets/mobile.png,public-clone/sites/neuropixels/products/index.html,390x844,1053,2072,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/software,software,desktop,public-clone/sites/neuropixels/software/assets/desktop.png,public-clone/sites/neuropixels/software/index.html,1440x1000,1440,1774,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/software,software,mobile,public-clone/sites/neuropixels/software/assets/mobile.png,public-clone/sites/neuropixels/software/index.html,390x844,1053,1774,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/specialty-products,specialty-products,desktop,public-clone/sites/neuropixels/specialty-products/assets/desktop.png,public-clone/sites/neuropixels/specialty-products/index.html,1440x1000,1440,1956,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/specialty-products,specialty-products,mobile,public-clone/sites/neuropixels/specialty-products/assets/mobile.png,public-clone/sites/neuropixels/specialty-products/index.html,390x844,1053,1956,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/support,support,desktop,public-clone/sites/neuropixels/support/assets/desktop.png,public-clone/sites/neuropixels/support/index.html,1440x1000,1440,5270,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/support,support,mobile,public-clone/sites/neuropixels/support/assets/mobile.png,public-clone/sites/neuropixels/support/index.html,390x844,1053,5270,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/system1-0,system1-0,desktop,public-clone/sites/neuropixels/system1-0/assets/desktop.png,public-clone/sites/neuropixels/system1-0/index.html,1440x1000,1440,1794,inf,true,true,pixel-perfect
neuropixels,https://www.neuropixels.org/system1-0,system1-0,mobile,public-clone/sites/neuropixels/system1-0/assets/mobile.png,public-clone/sites/neuropixels/system1-0/index.html,390x844,1053,1794,inf,true,true,pixel-perfect
